district_id,state,district_num,geoid,party_control,rep_name,rep_party,first_elected,tenure_years,pvi,cook_rating,baseline_win_prob_r,incumbent_running,is_open_seat,mode,fec_raised_r_2024,fec_spent_r_2024,fec_raised_d_2024,fec_spent_d_2024,fec_outside_2024,fec_raised_r_2022,fec_spent_r_2022,fec_raised_d_2022,fec_spent_d_2022,fec_raised_r_2026,fec_spent_r_2026,fec_raised_d_2026,fec_spent_d_2026,hist_cost_to_compete,incremental_cost,pop_total,vap,median_income,pct_white,pct_black,pct_hispanic,pct_asian,pct_ba_plus,pct_urban,civic_election_id,civic_candidates_json,notes,data_source_flags
FL-21,FL,21,1221,D,Matthew Thompson,D,2010,16.0,-5.2,Lean D,,True,False,attack,7444650.0,7187724.0,9307533.0,8149606.0,6735073.0,6279496.0,5131200.0,10081440.0,7709415.0,3312752.0,599561.0,1714662.0,1334392.0,7575337.0,,738112,568123,70871.0,0.5238,0.0252,0.3719,0.0791,0.3939,0.15,,"{""office"": ""U.S. Representative, District 21"", ""candidates"": [{""name"": ""Matthew Thompson"", ""party"": ""D""}, {""name"": ""Steven Jones"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
FL-22,FL,22,1222,R,Nancy White,R,2023,3.0,5.1,Lean R,,True,False,defend,10508704.0,9867755.0,8876698.0,6979289.0,2442281.0,8441128.0,7307391.0,9093166.0,8225079.0,4920281.0,2384293.0,4079197.0,1489626.0,8793219.0,,805361,597822,101597.0,0.3732,0.0663,0.5483,0.0123,0.2148,0.8663,,"{""office"": ""U.S. Representative, District 22"", ""candidates"": [{""name"": ""Nancy White"", ""party"": ""R""}, {""name"": ""Daniel Davis"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
FL-23,FL,23,1223,R,Anthony Harris,R,2011,15.0,-0.0,Toss-up,,True,False,defend,7619824.0,6000847.0,5704110.0,4943565.0,5083455.0,7154797.0,5382767.0,5324679.0,5114574.0,2529554.0,2562398.0,1509864.0,1767605.0,6995065.0,,802048,605242,53487.0,0.4335,0.1202,0.4129,0.0334,0.2939,0.579,,"{""office"": ""U.S. Representative, District 23"", ""candidates"": [{""name"": ""Anthony Harris"", ""party"": ""R""}, {""name"": ""Richard Wright"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
FL-24,FL,24,1224,R,Betty Sanchez,R,2021,5.0,7.1,Likely R,,True,False,defend,8454663.0,8105109.0,7546966.0,7184243.0,6780631.0,6929747.0,6019571.0,5541411.0,4476870.0,2979341.0,678431.0,3120961.0,680685.0,6810293.0,,804282,635272,85930.0,0.3219,0.0265,0.5846,0.0669,0.1272,0.4166,,"{""office"": ""U.S. Representative, District 24"", ""candidates"": [{""name"": ""Betty Sanchez"", ""party"": ""R""}, {""name"": ""Jennifer Moore"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
FL-25,FL,25,1225,R,Mark Clark,R,2014,12.0,0.7,Toss-up,,True,False,defend,9768670.0,8050731.0,10458069.0,7860595.0,10228335.0,10065480.0,8160364.0,8064578.0,6396884.0,1623287.0,1556232.0,5245637.0,1579181.0,10420816.0,,725562,551616,79566.0,0.6143,0.1128,0.2556,0.0173,0.4191,0.2382,,"{""office"": ""U.S. Representative, District 25"", ""candidates"": [{""name"": ""Mark Clark"", ""party"": ""R""}, {""name"": ""Mark Flores"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
FL-26,FL,26,1226,R,Margaret Ramirez,R,2010,16.0,5.4,Lean R,,True,False,defend,10908174.0,8936946.0,8013718.0,6582335.0,10518594.0,6550318.0,5574443.0,4948835.0,4220559.0,4046203.0,1885486.0,2973639.0,1440070.0,8503499.0,,710666,567273,105811.0,0.2464,0.1763,0.565,0.0123,0.2397,0.6506,,"{""office"": ""U.S. Representative, District 26"", ""candidates"": [{""name"": ""Margaret Ramirez"", ""party"": ""R""}, {""name"": ""Michelle Williams"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
FL-27,FL,27,1227,D,Donald Lewis,D,2017,9.0,-11.9,Solid D,,False,False,attack,4321797.0,3995108.0,6195436.0,5205218.0,3574123.0,4404611.0,3722893.0,5461222.0,4812522.0,649380.0,1052193.0,2709080.0,1363819.0,3769376.0,,761145,605089,44178.0,0.3745,0.1467,0.4529,0.0259,0.3152,0.15,,"{""office"": ""U.S. Representative, District 27"", ""candidates"": [{""name"": ""Donald Lewis"", ""party"": ""D""}, {""name"": ""Margaret Martinez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
FL-28,FL,28,1228,R,Sandra Robinson,R,2019,7.0,25.5,Solid R,,True,False,safe,2496064.0,2352919.0,1764645.0,1520080.0,75728.0,2730618.0,2058320.0,1915753.0,1645439.0,538529.0,652815.0,826082.0,209091.0,969311.0,,747948,595020,66886.0,0.4636,0.0509,0.4341,0.0514,0.551,0.8613,,"{""office"": ""U.S. Representative, District 28"", ""candidates"": [{""name"": ""Sandra Robinson"", ""party"": ""R""}, {""name"": ""Joshua Nguyen"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-01,GA,1,1301,R,Steven Walker,R,2007,19.0,-2.1,Tilt D,,True,False,defend,10913874.0,9970326.0,8830540.0,7646405.0,14048083.0,9118281.0,7225531.0,7418007.0,7224176.0,5182739.0,3363874.0,3030316.0,2659410.0,9785332.0,,816733,597394,66542.0,0.3412,0.408,0.2,0.0508,0.4515,0.6128,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Steven Walker"", ""party"": ""R""}, {""name"": ""Michelle Moore"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-02,GA,2,1302,D,Ashley Young,D,2014,12.0,2.8,Tilt R,,True,False,attack,4738200.0,4432007.0,7244307.0,5577856.0,1336085.0,3451011.0,3380145.0,7046107.0,6693626.0,2383973.0,1589116.0,2356765.0,985593.0,5821101.0,,710154,565690,50571.0,0.5311,0.2083,0.1951,0.0655,0.3394,0.781,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Ashley Young"", ""party"": ""D""}, {""name"": ""Robert Williams"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-03,GA,3,1303,D,Paul Allen,D,2010,16.0,0.5,Toss-up,,True,False,attack,3485478.0,3149973.0,4415207.0,3880747.0,6040466.0,2484760.0,2247866.0,4097417.0,3678775.0,787395.0,285519.0,2366802.0,1013985.0,4092555.0,,741995,579870,78335.0,0.4396,0.2913,0.2079,0.0612,0.3766,0.4423,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [{""name"": ""Paul Allen"", ""party"": ""D""}, {""name"": ""Susan Garcia"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-04,GA,4,1304,R,Kimberly King,R,2021,5.0,5.5,Lean R,,True,False,defend,8946250.0,7363307.0,8746486.0,6726706.0,2905414.0,7758092.0,6562742.0,6457408.0,6149244.0,1546952.0,1018105.0,4489906.0,2772675.0,7926346.0,,782760,627447,68942.0,0.8241,0.0441,0.0662,0.0656,0.4858,0.9677,,"{""office"": ""U.S. Representative, District 04"", ""candidates"": [{""name"": ""Kimberly King"", ""party"": ""R""}, {""name"": ""Mary Perez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-05,GA,5,1305,R,Andrew Wright,R,2008,18.0,5.5,Lean R,,True,False,defend,4127994.0,3271140.0,3566566.0,2752489.0,2242924.0,3665290.0,3551761.0,2781801.0,2479924.0,1248983.0,254587.0,1391351.0,277041.0,3447163.0,,799881,599611,104418.0,0.4512,0.3747,0.0996,0.0744,0.3738,0.6996,,"{""office"": ""U.S. Representative, District 05"", ""candidates"": [{""name"": ""Andrew Wright"", ""party"": ""R""}, {""name"": ""Anthony Robinson"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-06,GA,6,1306,R,Emily Scott,R,2014,12.0,7.3,Likely R,,True,False,defend,4266271.0,4035898.0,3260264.0,3069356.0,3853721.0,3477068.0,3249022.0,3396127.0,3277185.0,1450886.0,1030245.0,1160575.0,995395.0,3182219.0,,701392,545266,77909.0,0.7637,0.0481,0.1667,0.0216,0.2447,0.4867,,"{""office"": ""U.S. Representative, District 06"", ""candidates"": [{""name"": ""Emily Scott"", ""party"": ""R""}, {""name"": ""Elizabeth White"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-07,GA,7,1307,R,Joshua Torres,R,2019,7.0,-1.1,Toss-up,,True,False,defend,12004244.0,9693899.0,9879483.0,9401027.0,5699439.0,12645885.0,10066912.0,8760759.0,6741557.0,4256854.0,2223441.0,4450953.0,1870984.0,11151947.0,,775800,571554,87358.0,0.5649,0.1391,0.2309,0.0651,0.4063,0.7962,,"{""office"": ""U.S. Representative, District 07"", ""candidates"": [{""name"": ""Joshua Torres"", ""party"": ""R""}, {""name"": ""Nancy Jones"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-08,GA,8,1308,D,Donna Nguyen,D,2019,7.0,-12.9,Solid D,,True,False,safe,4901709.0,4470483.0,8754953.0,6723800.0,3820456.0,3742257.0,3634561.0,5639898.0,4340151.0,2374615.0,1617044.0,2105352.0,1816157.0,4703354.0,,730776,530427,74462.0,0.5171,0.2557,0.1915,0.0357,0.2662,0.8044,,"{""office"": ""U.S. Representative, District 08"", ""candidates"": [{""name"": ""Donna Nguyen"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-09,GA,9,1309,D,Kenneth Hill,D,2009,17.0,-7.5,Likely D,,True,False,attack,4626320.0,4178506.0,4929489.0,4410930.0,5000023.0,3527038.0,3292768.0,3015100.0,2655049.0,948500.0,1014189.0,860876.0,883687.0,4013440.0,,797438,618997,69353.0,0.4581,0.3131,0.1613,0.0675,0.3297,0.3203,,"{""office"": ""U.S. Representative, District 09"", ""candidates"": [{""name"": ""Kenneth Hill"", ""party"": ""D""}, {""name"": ""Michael Williams"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-10,GA,10,1310,R,Michelle Flores,R,2007,19.0,3.3,Tilt R,,True,False,defend,12468224.0,9465709.0,9144670.0,8530663.0,5045172.0,10837036.0,9829070.0,5628929.0,5053804.0,5125079.0,2898098.0,4879968.0,1851825.0,10348254.0,,761280,589610,83372.0,0.6627,0.1708,0.0864,0.0801,0.656,0.3817,,"{""office"": ""U.S. Representative, District 10"", ""candidates"": [{""name"": ""Michelle Flores"", ""party"": ""R""}, {""name"": ""Donald Lewis"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-11,GA,11,1311,D,James Smith,D,2018,8.0,-9.2,Likely D,,True,False,attack,3506408.0,2837382.0,4263798.0,3805976.0,2170310.0,2746820.0,2294266.0,3391767.0,2702725.0,682377.0,301424.0,2343452.0,740593.0,3078555.0,,747666,554759,47810.0,0.5381,0.2135,0.1875,0.061,0.3704,0.9068,,"{""office"": ""U.S. Representative, District 11"", ""candidates"": [{""name"": ""James Smith"", ""party"": ""D""}, {""name"": ""Anthony Lopez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-12,GA,12,1312,D,Mary Johnson,D,2015,11.0,1.3,Toss-up,,True,False,attack,10853109.0,8619889.0,12754724.0,9986573.0,13980873.0,11799728.0,10762778.0,7903588.0,6891766.0,3253188.0,2719228.0,6060562.0,4009702.0,11964449.0,,765159,615906,68028.0,0.6213,0.1378,0.2196,0.0212,0.3561,0.9163,,"{""office"": ""U.S. Representative, District 12"", ""candidates"": [{""name"": ""Mary Johnson"", ""party"": ""D""}, {""name"": ""Michelle Wright"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-13,GA,13,1313,R,Robert Williams,R,2006,20.0,2.5,Tilt R,,True,False,defend,11328380.0,9880936.0,8788738.0,7776321.0,8381827.0,8524104.0,6463706.0,7552610.0,6527954.0,2893493.0,1731050.0,3600224.0,1751676.0,9857388.0,,809695,636457,68799.0,0.6913,0.1185,0.1165,0.0737,0.227,0.7375,,"{""office"": ""U.S. Representative, District 13"", ""candidates"": [{""name"": ""Robert Williams"", ""party"": ""R""}, {""name"": ""Lisa Brown"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
GA-14,GA,14,1314,R,OPEN SEAT,,,0.0,7.9,Likely R,,False,True,defend,3699694.0,3043270.0,3403534.0,2654203.0,2896135.0,2548746.0,2072092.0,3542601.0,2937947.0,688674.0,737683.0,725862.0,611367.0,2943578.0,,808291,598924,50136.0,0.5028,0.4155,0.0496,0.0321,0.4057,0.2977,,"{""office"": ""U.S. Representative, District 14"", ""candidates"": [{""name"": ""Robert Thomas"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
HI-01,HI,1,1501,D,Patricia Brown,D,2024,2.0,-11.4,Solid D,,True,False,attack,2371732.0,1908472.0,3255477.0,2452185.0,591786.0,1487994.0,1271095.0,2180188.0,1805463.0,526860.0,628106.0,953354.0,994745.0,2056182.0,,757845,583046,46557.0,0.6787,0.0359,0.1628,0.1226,0.12,0.348,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Patricia Brown"", ""party"": ""D""}, {""name"": ""Kimberly Gonzalez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
HI-02,HI,2,1502,R,John Jones,R,2005,21.0,5.4,Lean R,,True,False,defend,3769509.0,3517658.0,3520062.0,3406664.0,3255010.0,2758877.0,2489809.0,2415409.0,2078235.0,1930269.0,766202.0,1027943.0,852251.0,3275933.0,,754389,613300,87990.0,0.6993,0.1144,0.0396,0.1467,0.4148,0.5567,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""John Jones"", ""party"": ""R""}, {""name"": ""Thomas Torres"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IA-01,IA,1,1901,D,Jennifer Garcia,D,2021,5.0,1.6,Tilt R,,True,False,attack,6348806.0,6002295.0,7112007.0,5813345.0,8916530.0,6201198.0,5214442.0,4748267.0,4434967.0,3407581.0,1657657.0,1526381.0,1606183.0,6765404.0,,800088,650043,89788.0,0.7824,0.0639,0.1258,0.0279,0.12,0.6823,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Jennifer Garcia"", ""party"": ""D""}, {""name"": ""Mark King"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IA-02,IA,2,1902,D,Michael Miller,D,2019,7.0,-8.5,Likely D,,True,False,attack,6322837.0,6084728.0,8977286.0,7846448.0,5639536.0,5839516.0,4478013.0,7270069.0,5750413.0,1203745.0,1766878.0,4348314.0,951023.0,6211850.0,,780377,575513,57493.0,0.8138,0.09,0.0376,0.0586,0.2454,0.1909,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Michael Miller"", ""party"": ""D""}, {""name"": ""Christopher Perez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IA-03,IA,3,1903,R,Linda Davis,R,2007,19.0,6.0,Likely R,,True,False,defend,10148725.0,8236821.0,6195168.0,5486357.0,7993327.0,9432017.0,7763837.0,5450889.0,4694396.0,5383066.0,2937686.0,3127417.0,1025759.0,7207657.0,,770833,578574,75077.0,0.6822,0.0377,0.2162,0.0639,0.3064,0.8815,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [{""name"": ""Linda Davis"", ""party"": ""R""}, {""name"": ""Susan Walker"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IA-04,IA,4,1904,D,David Rodriguez,D,2020,6.0,-5.8,Lean D,,True,False,attack,8769791.0,7092113.0,10656638.0,8069051.0,7474833.0,8010399.0,6809401.0,8671462.0,7332640.0,2192401.0,1853488.0,3465653.0,2048156.0,8621449.0,,752305,580051,54673.0,0.7898,0.025,0.1365,0.0487,0.3021,0.6725,,"{""office"": ""U.S. Representative, District 04"", ""candidates"": [{""name"": ""David Rodriguez"", ""party"": ""D""}, {""name"": ""Daniel Jackson"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
ID-01,ID,1,1601,R,OPEN SEAT,,,0.0,22.7,Solid R,,False,True,safe,2607663.0,2322658.0,2384566.0,2329116.0,450772.0,1834977.0,1755574.0,2055236.0,1884492.0,524022.0,677542.0,819638.0,776509.0,1135732.0,,772969,623013,69168.0,0.7396,0.1248,0.1076,0.028,0.3008,0.8962,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
ID-02,ID,2,1602,R,Elizabeth Martinez,R,2009,17.0,24.0,Solid R,,True,False,safe,1760089.0,1397008.0,1135064.0,867386.0,188547.0,1692923.0,1348534.0,994520.0,905841.0,515138.0,325275.0,221785.0,250015.0,658647.0,,768927,575141,105307.0,0.7531,0.04,0.1327,0.0742,0.2778,0.5181,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Elizabeth Martinez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-01,IL,1,1701,R,William Hernandez,R,2021,5.0,-3.5,Lean D,,True,False,defend,3972731.0,3470220.0,3558135.0,3204886.0,4695400.0,2687181.0,2527209.0,2523450.0,2169020.0,1404429.0,1054370.0,908523.0,1090024.0,3584692.0,,763616,595865,61036.0,0.7824,0.1184,0.0689,0.0303,0.4859,0.6213,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""William Hernandez"", ""party"": ""R""}, {""name"": ""Andrew Allen"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-02,IL,2,1702,D,Barbara Lopez,D,2022,4.0,-7.3,Likely D,,True,False,attack,2733701.0,2526200.0,4094256.0,4010728.0,2139991.0,2796824.0,2616687.0,2601185.0,2466885.0,641438.0,171184.0,1276996.0,1257023.0,2886860.0,,799553,612870,77475.0,0.6186,0.0698,0.2284,0.0832,0.1835,0.3176,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Barbara Lopez"", ""party"": ""D""}, {""name"": ""Mary Thompson"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-03,IL,3,1703,D,Richard Gonzalez,D,2020,6.0,-13.3,Solid D,,True,False,safe,3378452.0,3068493.0,3560116.0,3056398.0,2005597.0,3541643.0,3468620.0,2414246.0,2005197.0,523276.0,296248.0,1322247.0,545685.0,2350787.0,,807528,598894,53940.0,0.6398,0.1196,0.2243,0.0163,0.4733,0.9289,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [{""name"": ""Richard Gonzalez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-04,IL,4,1704,D,Susan Wilson,D,2023,3.0,-9.7,Likely D,,True,False,attack,5611965.0,5396933.0,9066928.0,7012423.0,6358264.0,3375768.0,2584328.0,8249442.0,7086542.0,2727978.0,398973.0,1426159.0,521206.0,5713025.0,,747687,597241,130878.0,0.6374,0.0882,0.203,0.0715,0.1769,0.4175,,"{""office"": ""U.S. Representative, District 04"", ""candidates"": [{""name"": ""Susan Wilson"", ""party"": ""D""}, {""name"": ""Donna Thomas"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-05,IL,5,1705,D,Joseph Anderson,D,2021,5.0,-7.6,Likely D,,True,False,attack,3021016.0,2781114.0,3400791.0,2740491.0,2177500.0,2915603.0,2628934.0,3655230.0,3564310.0,1353057.0,258113.0,1156723.0,770725.0,2688169.0,,818991,661513,67181.0,0.6878,0.157,0.1319,0.0234,0.268,0.8813,,"{""office"": ""U.S. Representative, District 05"", ""candidates"": [{""name"": ""Joseph Anderson"", ""party"": ""D""}, {""name"": ""Steven Ramirez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-06,IL,6,1706,D,Jessica Thomas,D,2014,12.0,-10.8,Solid D,,True,False,attack,2571627.0,2378416.0,2869061.0,2494229.0,1794722.0,2302297.0,1917003.0,1964872.0,1672091.0,571253.0,712224.0,610549.0,813352.0,2033729.0,,745345,551200,54748.0,0.7179,0.0252,0.2085,0.0484,0.489,0.2405,,"{""office"": ""U.S. Representative, District 06"", ""candidates"": [{""name"": ""Jessica Thomas"", ""party"": ""D""}, {""name"": ""Donald Perez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-07,IL,7,1707,D,Thomas Taylor,D,2008,18.0,-12.3,Solid D,,True,False,safe,3024197.0,2427040.0,4115359.0,3647062.0,1268680.0,3204472.0,2540992.0,3242092.0,2534551.0,740155.0,178275.0,1124525.0,1319328.0,2518835.0,,738297,543639,72682.0,0.8034,0.0292,0.1036,0.0638,0.3252,0.7101,,"{""office"": ""U.S. Representative, District 07"", ""candidates"": [{""name"": ""Thomas Taylor"", ""party"": ""D""}, {""name"": ""Emily Lee"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-08,IL,8,1708,D,Sarah Moore,D,2016,10.0,-2.5,Tilt D,,True,False,attack,7952106.0,6236558.0,10567517.0,9345221.0,2432485.0,5971179.0,5610732.0,6556458.0,5552072.0,2512084.0,1178115.0,5682593.0,1082907.0,9074616.0,,725775,586274,63274.0,0.7044,0.0392,0.2124,0.0439,0.2528,0.6006,,"{""office"": ""U.S. Representative, District 08"", ""candidates"": [{""name"": ""Sarah Moore"", ""party"": ""D""}, {""name"": ""Richard Martinez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-09,IL,9,1709,D,Christopher Jackson,D,2011,15.0,-4.3,Lean D,,True,False,attack,8413040.0,7811012.0,14151266.0,10978309.0,5269008.0,6219830.0,5428249.0,13075062.0,11384876.0,4123841.0,2934790.0,2729558.0,1859709.0,10487890.0,,699891,538611,38000.0,0.6917,0.1137,0.1659,0.0286,0.1383,0.9226,,"{""office"": ""U.S. Representative, District 09"", ""candidates"": [{""name"": ""Christopher Jackson"", ""party"": ""D""}, {""name"": ""Mary Harris"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-10,IL,10,1710,R,Karen Martin,R,2009,17.0,3.2,Tilt R,,True,False,defend,8583838.0,7027285.0,8066009.0,7465358.0,4371989.0,7803025.0,6004414.0,6696383.0,5659608.0,3943001.0,2619518.0,3575968.0,1753276.0,7995256.0,,691032,525009,62401.0,0.7698,0.0521,0.1126,0.0655,0.3494,0.3478,,"{""office"": ""U.S. Representative, District 10"", ""candidates"": [{""name"": ""Karen Martin"", ""party"": ""R""}, {""name"": ""Jennifer Sanchez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-11,IL,11,1711,D,Daniel Lee,D,2013,13.0,-18.4,Solid D,,True,False,safe,2997470.0,2422009.0,3244158.0,2974610.0,477892.0,2778615.0,2129009.0,2727494.0,2474256.0,451576.0,757534.0,811528.0,888352.0,1669011.0,,755233,550569,87262.0,0.6503,0.1655,0.1634,0.0208,0.2693,0.9239,,"{""office"": ""U.S. Representative, District 11"", ""candidates"": [{""name"": ""Daniel Lee"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-12,IL,12,1712,D,Lisa Perez,D,2014,12.0,-9.0,Likely D,,True,False,attack,7100193.0,5454268.0,6891414.0,5944001.0,1331659.0,5233689.0,4741292.0,6938022.0,6465115.0,3478693.0,2445155.0,2886167.0,1934548.0,5582651.0,,702837,552470,81693.0,0.7375,0.0274,0.1835,0.0516,0.3186,0.8081,,"{""office"": ""U.S. Representative, District 12"", ""candidates"": [{""name"": ""Lisa Perez"", ""party"": ""D""}, {""name"": ""Michael Gonzalez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-13,IL,13,1713,D,Matthew Thompson,D,2021,5.0,-7.3,Likely D,,True,False,attack,6742850.0,5394911.0,9745964.0,7547933.0,9203205.0,6506239.0,6172807.0,6835438.0,5603955.0,2832457.0,1281853.0,2721573.0,1325766.0,6971471.0,,742467,607192,47285.0,0.7962,0.0513,0.1177,0.0347,0.2626,0.2336,,"{""office"": ""U.S. Representative, District 13"", ""candidates"": [{""name"": ""Matthew Thompson"", ""party"": ""D""}, {""name"": ""David Nguyen"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-14,IL,14,1714,D,Nancy White,D,2022,4.0,-8.4,Likely D,,True,False,attack,4465788.0,4057807.0,7666024.0,6059574.0,1918034.0,4105379.0,3268511.0,8047794.0,6037560.0,1516167.0,275484.0,1986849.0,2671157.0,4942500.0,,755841,591283,73349.0,0.7013,0.0757,0.1985,0.0245,0.4447,0.3451,,"{""office"": ""U.S. Representative, District 14"", ""candidates"": [{""name"": ""Nancy White"", ""party"": ""D""}, {""name"": ""John Wright"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-15,IL,15,1715,R,Anthony Harris,R,2011,15.0,-1.5,Tilt D,,True,False,defend,9940059.0,8080782.0,7674479.0,6033898.0,5976693.0,8035207.0,6090933.0,7943452.0,6471423.0,4115652.0,921293.0,1493039.0,688520.0,8877727.0,,742958,542906,104059.0,0.7383,0.0485,0.1504,0.0627,0.5148,0.5429,,"{""office"": ""U.S. Representative, District 15"", ""candidates"": [{""name"": ""Anthony Harris"", ""party"": ""R""}, {""name"": ""Emily Thomas"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
IL-16,IL,16,1716,D,Betty Sanchez,D,2022,4.0,-1.9,Tilt D,,True,False,attack,9372450.0,9136511.0,13280108.0,11317364.0,6002241.0,7253670.0,6063531.0,9863860.0,7701648.0,2519085.0,711690.0,4265009.0,1330762.0,11290035.0,,726468,585284,85697.0,0.6892,0.1019,0.1799,0.029,0.2776,0.52,,"{""office"": ""U.S. Representative, District 16"", ""candidates"": [{""name"": ""Betty Sanchez"", ""party"": ""D""}, {""name"": ""Christopher Scott"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
